병원/약국명,병원/약국구분,소재지주소,경도,위도
목동한미약국,약국,서울특별시 양천구 목동남로4길 2 118~123호 (신정동),126.8645345,37.50828616
목동행복한약국,약국,서울특별시 양천구 목동동로 309 지1층 (목동),126.8760092,37.52914373
목원약국,약국,서울특별시 노원구 상계로37길 29 1층 (상계동),127.0799871,37.67145627
목화약국,약국,서울특별시 강서구 등촌로5길 5 (화곡동),126.8632715,37.53325456
목화약국,약국,서울특별시 강남구 양재대로55길 11 1층 (일원동),127.0876687,37.49153372
몸사랑한약국,약국,"서울특별시 송파구 석촌호수로 61 지층 B104호 (잠실동, 트리지움상가)",127.0862112,37.51070164
무궁화약국,약국,서울특별시 노원구 한글비석로 77 한성여객(주) (하계동),127.0704639,37.63755641
무궁화약국,약국,서울특별시 중랑구 면목로 303 (면목동),127.0871333,37.57947707
무릉약국,약국,서울특별시 중구 창경궁로1길 38 (충무로4가),126.9963377,37.56251944
무림약국,약국,서울특별시 금천구 시흥대로 406 (독산동),126.898443,37.46965469
무악메디칼약국,약국,서울특별시 서대문구 연희로 407 연희8빌딩 1층 (홍은동),126.9404851,37.59128672
무지개약국,약국,서울특별시 영등포구 선유로 76 동국메뜨리앙 3층 305호 (문래동3가),126.8899065,37.52065009
무지개약국,약국,서울특별시 광진구 뚝섬로 498-1 (자양동),127.06556,37.53592063
무지개약국,약국,"서울특별시 강동구 진황도로61길 42 104호 (둔촌동, 둔촌동주상복합)",127.1454589,37.52847877
무지개약국,약국,서울특별시 양천구 등촌로 214 (목동),126.8636992,37.54860679
무지개온누리약국,약국,서울특별시 노원구 화랑로 325 (월계동),127.0640447,37.61495546
무지개온누리약국,약국,서울특별시 도봉구 도봉로 471 (쌍문동),127.0338786,37.64784602
문경한약국,약국,서울특별시 동대문구 약령중앙로 13 1층 (제기동),127.0367927,37.57944908
문래건강한약국,약국,"서울특별시 영등포구 영등포로 118 성지빌딩 1층 1,2호 (당산동2가)",126.89463,37.52130877
문래스타약국,약국,서울특별시 영등포구 선유로9길 10 SK V1 Center 1층 105호 (문래동6가),126.8871531,37.51786761
문박사약국,약국,서울특별시 관악구 양녕로 34 (봉천동),126.9470016,37.48507423
문성당약국,약국,서울특별시 금천구 독산로64길 39 (독산동),126.9045436,37.46587284
문약국,약국,"서울특별시 용산구 독서당로 67 205호 (한남동, 서울빌딩)",127.0081477,37.53383868
문정건강약국,약국,서울특별시 송파구 송파대로 98 선도빌딩 1층 (문정동),127.1261854,37.47970528
문정약국,약국,서울특별시 송파구 동남로4길 25 (문정동),127.1249793,37.48793993
문정약국,약국,서울특별시 관악구 양녕로 63 (봉천동),126.9464104,37.48759184
문정온누리약국,약국,서울특별시 송파구 송파대로 167 문정역테라타워 지하1층 G132호 (문정동),127.1209336,37.48466065
문정우리들약국,약국,서울특별시 송파구 법원로 114 엠스테이트 C-218호 (문정동),127.1210093,37.48605576
문정이화약국,약국,서울특별시 송파구 법원로 114 엠스테이트 C동 214호 (문정동),127.1210093,37.48605576
문화약국,약국,서울특별시 용산구  장문로 114-1 (보광동),127.0022603,37.52666069
문화약국,약국,서울특별시 양천구 지양로3길 10-1 (신월동),126.8357572,37.51859583
미그린약국,약국,서울특별시 양천구 신월로 341 4층 (신정동),126.8588375,37.52201781
미네랄약국,약국,"서울특별시 강남구 학동로 342 308-1호 (논현동, SK허브빌딩)",127.0408412,37.5167556
미도파약국,약국,서울특별시 은평구 응암로 264 서울빌딩 1층 (응암동),126.9188757,37.59529025
미동약국,약국,서울특별시 강서구 월정로30길 52 (화곡동),126.8388095,37.53464341
미라클약국,약국,"서울특별시 용산구 한강대로 259 109호 (갈월동, 고려에이트리움)",126.972413,37.54158478
미라클약국,약국,"서울특별시 양천구 목동동로 379 113호 (목동, 광장상가)",126.8787135,37.53560938
미래로약국,약국,서울특별시 동대문구 이문로 114 한국외국어대학교 글로벌홀 1층 (이문동),127.060684,37.59673702
미래아산약국,약국,서울특별시 송파구 강동대로 63 1층 (풍납동),127.1146333,37.52717096
미래약국,약국,서울특별시 강서구 양천로14길 23 효성빌딩 1층 101호 (방화동),126.8102433,37.57200286
미래약국,약국,서울특별시 서초구 고무래로 90-7 서초쇼핑 (서초동),127.0174513,37.49992299
미래약국,약국,"서울특별시 노원구 상계로5길 32 금호프라자 110호, 111호 (상계동)",127.0628411,37.65711339
미래약국,약국,서울특별시 중랑구 겸재로 113 (면목동),127.0803466,37.58690945
미래약국,약국,서울특별시 성북구 고려대로 85 (안암동5가),127.0288667,37.58647183
미래약국,약국,서울특별시 광진구 군자로 85 (군자동),127.0708917,37.55077532
미래약국,약국,서울특별시 송파구 오금로 518 3층 (거여동),127.1463467,37.49278638
미래약국,약국,"서울특별시 구로구 구로동로 145-6 B동 1,2층 (구로동)",126.8925979,37.49004351
미래약국,약국,서울특별시 영등포구 여의대방로65길 12 (여의도동),126.930031,37.51962705
미래팜약국,약국,서울특별시 금천구 독산로 290 (독산동),126.9033952,37.47262057
미래팜약국,약국,"서울특별시 노원구 노해로 492 102호, 103호 (상계동, 프린스빌딩)",127.0626788,37.65445728
미래팜약국,약국,"서울특별시 마포구 양화로 166 지하1층 (동교동, 미래프라자빌딩)",126.9241654,37.55674085
미르약국,약국,"서울특별시 송파구 토성로 65 2층 202-2호 (풍납동, 태양상가 202-2호)",127.1173463,37.52890814
미르약국,약국,"서울특별시 은평구 백련산로 84 211호 (응암동, 백련산 힐스테이트 2차(211동상가))",126.9236383,37.59300383
미리암약국,약국,서울특별시 강동구 동남로81길 100 (고덕동),127.1517087,37.5589868
미문약국,약국,서울특별시 구로구 구로동로 77 동해빌딩 지하1층 (구로동),126.8855799,37.48554936
미서약국,약국,"서울특별시 영등포구 국제금융로7길 15 1층 2012호 (여의도동, 여의상가)",126.9319818,37.52316182
미성송파약국,약국,서울특별시 송파구 송파대로 374 (송파동),127.1112165,37.50132681
미성약국,약국,"서울특별시 강남구 압구정로 113-22 101호 (압구정동, 미성상가)",127.0196441,37.52474068
미성온누리약국,약국,"서울특별시 영등포구 도신로29길 28 (영등포동, 영등포푸르지오2단지아파트)",126.9023244,37.51175199
미션약국,약국,"서울특별시 노원구 동일로 1533 102호 (상계동, 백산빌딩)",127.0572482,37.66536787
미소가득약국,약국,"서울특별시 동대문구 장안벚꽃로 107 상가1동 2층 215-1호 (장안동, 장안현대홈타운)",127.0734526,37.56835644
미소가득한약국,약국,"서울특별시 마포구 월드컵북로 396 115호 (상암동, 누리꿈스퀘어)",126.8903232,37.57944252
미소담약국,약국,서울특별시 성북구 보국문로 49 1층 (정릉동),127.0096917,37.60880005
미소드림약국,약국,"서울특별시 성북구 동소문로 10 1층 (동소문동2가, 카프리빌딩)",127.0073329,37.58873084
미소로약국,약국,"서울특별시 영등포구 영신로 238 (영등포동8가,101호)",126.9042155,37.52855479
미소약국,약국,서울특별시 양천구 곰달래로5길 17 신월프라자 1층 (신월동),126.8336033,37.53111134
미소약국,약국,서울특별시 강동구 구천면로 232 (천호동),127.1303006,37.54114358
미소약국,약국,서울특별시 중랑구 망우로 412 기성빌딩 2층 (망우동),127.097943,37.59902855
미소약국,약국,서울특별시 송파구 오금로31길 11 (방이동),127.1215376,37.50702538
미소약국,약국,"서울특별시 강남구 테헤란로 514 5층 (대치동, 삼흥제2빌딩)",127.0597561,37.50742763
미소약국,약국,서울특별시 도봉구 도봉로 678 홈플러스데스코㈜방학점 지하2층 (방학동),127.0435991,37.66486068
미소약국,약국,"서울특별시 마포구 마포대로 68 608호 (도화동, 마포아크로타워)",126.948962,37.54133238
미소약국,약국,서울특별시 관악구 남부순환로143나길 7 (신림동),126.9110172,37.48285316
미소약국,약국,서울특별시 성동구 왕십리로 271-1 1층 (행당동),127.0372113,37.5587006
미소약국,약국,"서울특별시 종로구 종로 115 403호 (종로3가, 낙원빌딩)",126.9904683,37.57061431
미소약국,약국,서울특별시 동대문구 전농로 128 1층 (전농동),127.0579426,37.57625829
미소약국,약국,서울특별시 서대문구 통일로 402-1 1층 (홍제동),126.9478431,37.5856869
미소약국,약국,서울특별시 광진구 면목로 126 (중곡동),127.0807569,37.56448535
미소약국,약국,"서울특별시 서초구 서운로 39 1층 101호 (서초동, 원진빌딩)",127.028497,37.48739813
미소약국,약국,서울특별시 중구 장충단로 201 1층 (장충동1가),127.0064997,37.56277534
미소약국,약국,서울특별시 노원구 상계로10길 12 1층 (상계동),127.0676035,37.65697321
미소약국,약국,서울특별시 강서구 양천로 73 108호 (방화동),126.8118256,37.57372464
미소약국,약국,"서울특별시 영등포구 문래로 83 (문래동3가, 아라비즈타워 209호)",126.8912951,37.519925
미소어울림약국,약국,서울특별시 성동구 독서당로40길 39 옥수 어울림 211호 (옥수동),127.0179738,37.54170744
미소온누리약국,약국,서울특별시 관악구 난곡로 295 1층 (신림동),126.914519,37.48036029
미소온누리약국,약국,서울특별시 광진구 아차산로 373 원이빌딩 1층 (구의동),127.0840327,37.53701135
미소진약국,약국,"서울특별시 송파구 올림픽로 119 (잠실동, 파인애플상가 5B29-2호)",127.0841859,37.5120837
미소진약국,약국,서울특별시 강동구 양재대로 1661 (명일동),127.1439461,37.55386091
미소진약국,약국,서울특별시 성동구 장터길 19 (금호동3가),127.0180349,37.54848252
미솔약국,약국,서울특별시 영등포구  신길로 149 (신길동),126.9104404,37.50560833
미아역온누리약국,약국,서울특별시 강북구 도봉로 217 1층 (미아동),127.0251095,37.62805489
미아팜약국,약국,서울특별시 강북구 도봉로 65 1층 (미아동),127.0296454,37.614918
미약국,약국,서울특별시 마포구 신촌로 174 102호 (대흥동),126.9449953,37.55648457
미양온누리약국,약국,서울특별시 강북구 솔샘로 229-1 (미아동),127.0182299,37.62014479
미주약국,약국,"서울특별시 강서구 방화대로48길 40 108호 (방화동, 도시개발공사)",126.8185226,37.57364524
미즈약국,약국,"서울특별시 노원구 한글비석로 269 105호 (중계동, 마들프라자)",127.0767874,37.65171676
미즈약국,약국,서울특별시 강서구 강서로47가길 12 1층 (내발산동),126.8354459,37.55216253
미즈정문약국,약국,서울특별시 강서구 강서로 299 1층 (내발산동),126.8360029,37.55254531
미진약국,약국,"서울특별시 강남구 강남대로 390 B1-5호 (역삼동, 미진프라자)",127.0285791,37.49784071
미플러스약국,약국,서울특별시 강남구 강남대로 598 보림빌딩 지하층 (논현동),127.0203609,37.51519031
미향약국,약국,"서울특별시 관악구 관악로 195 408호 (봉천동, 관악위버폴리스)",126.9530989,37.48256421
민들레약국,약국,서울특별시 동작구 보라매로 110 영등포농협 1층 (대방동),126.9284661,37.49909783
민들레약국,약국,서울특별시 은평구 응암로 179 1층 (응암동),126.9163849,37.58805705
민들레약국,약국,서울특별시 서초구 강남대로30길 58 1층 (양재동),127.0404245,37.48250459
민들레약국,약국,"서울특별시 강북구 솔샘로 254 2층 2호 (미아동, 삼양아케이트)",127.0207444,37.6193303
민생약국,약국,서울특별시 강남구 언주로125길 6 (논현동),127.0347631,37.51322888
민성약국,약국,"서울특별시 성북구 종암로27길 13 101호 (종암동, 도원프라자)",127.0314341,37.60264433
민성약국,약국,서울특별시 동대문구 한천로11길 32 (답십리동),127.0604875,37.56717544
민약국,약국,"서울특별시 송파구 송파대로 345 1A동 3041호 (가락동, 헬리오시티)",127.1077046,37.49925109
민약국,약국,서울특별시 영등포구 가마산로69가길 12 3층 303호 (신길동),126.9096061,37.50613145
민약국,약국,서울특별시 용산구 한강대로23길 55 용산민자역사내 3층 (한강로3가),126.9647414,37.52977194
민약국,약국,서울특별시 종로구 사직로12길 26 (내자동),126.9708621,37.57493113
민정약국,약국,서울특별시 성북구 북악산로22길 2 (돈암동),127.0226379,37.59544223
민정약국,약국,서울특별시 강북구 오패산로30길 41 (미아동),127.0349069,37.61506621
민제약국,약국,"서울특별시 성동구 마장로35길 76 304호 (마장동, 현대아파트상가)",127.0419978,37.57026438
민중약국,약국,서울특별시 동대문구 답십리로 9 1층 (전농동),127.0432793,37.57864737
민중약국,약국,서울특별시 도봉구 덕릉로 235 (창동),127.0381061,37.63893156
민트약국,약국,서울특별시 강남구 강남대로 590 미혜빌딩 1층 (논현동),127.0203997,37.51453698
민트약국,약국,"서울특별시 구로구 경인로 482 (구로동, 롯데마트구로점)",126.8727314,37.49828774
믿음메디칼약국,약국,서울특별시 은평구 응암로 213 (응암동),126.9171243,37.59100692
믿음약국,약국,서울특별시 구로구 고척로21나길 17 (개봉동),126.8447617,37.5026889
믿음약국,약국,"서울특별시 양천구 목동중앙북로7가길 61 103호 (목동, 리치스케어)",126.8641758,37.54972594
믿음약국,약국,서울특별시 중랑구 봉우재로43길 24 (상봉동),127.0900297,37.59472102
믿음약국,약국,서울특별시 관악구 봉천로 534 (봉천동),126.9569796,37.47868707
믿음약국,약국,"서울특별시 송파구 중대로 24 (문정동, 훼밀리상가 136호)",127.1119021,37.48853315
믿음약국,약국,"서울특별시 종로구 종로 335-1 지하1층 (창신동, 명제빌딩)",127.0146494,37.57301806
밀알약국,약국,서울특별시 강북구 덕릉로 79 (수유동),127.0226002,37.63479354
바다약국,약국,서울특별시 영등포구 도신로 215-1 (신길동),126.9151918,37.5119324
바다약국,약국,서울특별시 마포구 월드컵북로 69 1층 (성산동),126.9163439,37.55993268
바다약국,약국,서울특별시 서대문구 통일로 205-1 1층 (영천동),126.9608131,37.57135131
바다약국,약국,"서울특별시 노원구 동일로 1361 208호 (상계동, 상계주공2단지아파트상가)",127.061284,37.65006367
바다약국,약국,"서울특별시 구로구 구로중앙로 60 3층 (구로동, 대림오페라타워)",126.8894099,37.49513259
바다의별약국,약국,서울특별시 동작구 상도로 172 (상도동),126.9381581,37.50417281
바로나한약국,약국,서울특별시 강북구 삼각산로 140 1층 (수유동),127.0197217,37.64090086
바로드림약국,약국,서울특별시 강동구 상일로12길 97 101호 (강일동),127.1726516,37.55686202
바로약국,약국,"서울특별시 강서구 강서로 341 창대교회 1층 2호,3호 (내발산동)",126.8372211,37.55634004
바로약국,약국,서울특별시 종로구 종로 33 지하1층 137호 (청진동),126.9814378,37.57096148
바로약국,약국,서울특별시 은평구 통일로 723-1 제일쇼핑 2층 (대조동),126.9299856,37.61020634
"바르다, 허약국",약국,서울특별시 중랑구 망우로 305 지하1층 (상봉동),127.0861477,37.59691018
바른메디컬약국,약국,"서울특별시 영등포구 여의대방로 145 1층 (신길동, 세인트빌딩)",126.9199903,37.50021026
바른삼성약국,약국,서울특별시 송파구 백제고분로 126 오룡빌딩 101호 (잠실동),127.0807558,37.50617453
바른성심약국,약국,서울특별시 중랑구 용마산로 503 1층 (망우동),127.0999199,37.5961104
바른손약국,약국,"서울특별시 노원구 한글비석로 56 107호 (하계동, 미성아파트상가)",127.0686927,37.63587013
바른손약국,약국,서울특별시 동대문구 휘경로 34 (휘경동),127.0635395,37.59477701
바른약국,약국,서울특별시 구로구 구로중앙로 212 영삼빌딩 1층 101호 (구로동),126.8778369,37.50496456
바른약국,약국,"서울특별시 송파구 올림픽로 145 5층 (잠실동, 리센츠상가 5B15호)",127.0870421,37.51198105
바른약국,약국,서울특별시 관악구 남부순환로 1714-1 1층 (봉천동),126.9403807,37.48265446
바른약국,약국,서울특별시 강남구 도산대로 157 1층 (신사동),127.0256436,37.51903339
바른약국,약국,서울특별시 강북구 노해로 95-1 1층 (수유동),127.0228432,37.6441989
바른약국,약국,서울특별시 노원구 동일로 1028 한의학명가 1층 106호 (공릉동),127.074554,37.62205132
바른약국,약국,"서울특별시 성동구 왕십리로 410 G동 204호 (하왕십리동, 센트라스)",127.0238056,37.56695088
바른약국,약국,서울특별시 동작구 상도로 153 1층 (상도동),126.9362863,37.5034282
바른약국,약국,"서울특별시 서초구 서초중앙로 45 1층 102호 (서초동, 서초레몬)",127.0154511,37.48578717
바른약국,약국,서울특별시 은평구 통일로 842 범서빌딩 2층 (불광동),126.922064,37.61869113
바른약국,약국,서울특별시 영등포구 선유로 138 롯데마트 양평점 지하1층 (양평동3가),126.891572,37.52606678
바른약국,약국,서울특별시 강남구 남부순환로 2927 대치 클래시아 1층 105호 (대치동),127.0603586,37.49367621
바른온누리약국,약국,"서울특별시 성북구 화랑로 76 112-1호 (하월곡동, 코업스타클래스)",127.040464,37.60182806
바른온누리약국,약국,서울특별시 서초구 방배로 108 1층 (방배동),126.9964409,37.48382951
바름약국,약국,서울특별시 동작구 흑석로 101 1층 (흑석동),126.9605829,37.50774647
바오로약국,약국,서울특별시 동대문구 왕산로 225 2층 203호 (청량리동),127.0472093,37.58212252
바우약국,약국,서울특별시 강북구 삼양로 509 (수유동),127.013869,37.64858547
바이엘약국,약국,서울특별시 강북구 삼양로 420 (수유동),127.0171034,37.641005
바이엘약국,약국,서울특별시 강서구 화곡로 110 (화곡동),126.8341405,37.53975034
바이올렛약국,약국,"서울특별시 강남구 강남대로 334 6층 (역삼동, SM타워)",127.0304719,37.49299335
박선영약국,약국,서울특별시 강동구 고덕로 254 이화빌딩 (명일동),127.1536831,37.55468306
박순영온누리약국,약국,"서울특별시 송파구 마천로7길 6 117호,118호 (오금동)",127.1279332,37.50842253
박애약국,약국,서울특별시 금천구 시흥대로141길 66 (독산동),126.8978781,37.47575743
박약국,약국,서울특별시 강남구 남부순환로 2912 1층 102호 (대치동),127.0561432,37.49070624
박약국,약국,서울특별시 양천구 목동중앙북로 10 (목동),126.8647061,37.54843086
반가운약국,약국,"서울특별시 송파구 송이로 166 상가 102동 101호 (가락동, 가락우성2차아파트)",127.1252551,37.49230673
반석온누리약국,약국,"서울특별시 영등포구 영등포로 33 108호 (양평동2가,비즈타워)",126.8852224,37.52329272
반석온누리약국,약국,"서울특별시 관악구 관악로 195 A동 308호 (봉천동, 관악위버폴리스)",126.9530989,37.48256421
반원온누리약국,약국,서울특별시 서초구 잠원로3길 40 태남홀딩스 1층 103-2호 (잠원동),127.0036592,37.50821358
반포다정약국,약국,서울특별시 서초구 반포대로 287 138호 (반포동),127.0008093,37.50439902
반포사랑약국,약국,서울특별시 서초구 신반포로 330 1층 (반포동),127.019801,37.51040526
반포소망약국,약국,"서울특별시 서초구 서초중앙로 227 3층 (반포동, 진일빌딩)",127.0114412,37.50186442
반포자이중앙약국,약국,"서울특별시 서초구 잠원로 24 408호 (반포동, 반포자이프라자상가)",127.0098732,37.50711509
반포프라자약국,약국,서울특별시 서초구 신반포로 329 1층 5호 (잠원동),127.0195043,37.5108029
발산 93약국,약국,"서울특별시 강서구 공항대로 261 306호 (마곡동, 발산파크프라자)",126.836521,37.55915398
발산그랜드약국,약국,서울특별시 강서구 강서로 380 (등촌동),126.8388683,37.55946675
발산에이스약국,약국,서울특별시 강서구 강서로 360 솔레드림 109호 (내발산동),126.8383943,37.5576953
밝은마음약국,약국,서울특별시 강남구 논현로 841 제이비 미소빌딩 110호 (신사동),127.0279063,37.52406193
밝은미래약국,약국,"서울특별시 관악구 신림로 135 1층 (신림동, 육일빌딩)",126.9343219,37.47109723
밝은미소약국,약국,서울특별시 관악구 양녕로 46 메카플러스 1층 107호 (봉천동),126.9472864,37.48614367
밝은미소약국,약국,서울특별시 노원구 석계로3길 3 (월계동),127.0643316,37.61555816
밝은미소약국,약국,"서울특별시 강동구 상암로 195 108호 (명일동, 에이플러스)",127.14419,37.54662485
밝은미소약국,약국,서울특별시 동작구 사당로 215 108호 (사당동),126.9723456,37.48446004
밝은미소약국,약국,서울특별시 은평구 갈현로 15 1층 103호 (신사동),126.9100113,37.59928761
밝은세상약국,약국,서울특별시 관악구 신림로 368 (신림동),126.9292531,37.48711252
밝은세상하나약국,약국,서울특별시 동작구 사당로 236 (사당동),126.9737784,37.48317073
밝은약국,약국,서울특별시 영등포구 영중로 61 극동방송 (영등포동6가),126.9046192,37.52189693
밝은약국,약국,"서울특별시 강남구 역삼로 247 102호 (역삼동, 홍진빌딩)",127.0431617,37.49795443
밝은약국,약국,서울특별시 중구 다산로 258 1층 102호 (흥인동),127.0166234,37.56579501
밝은약국,약국,"서울특별시 노원구 동일로 1005 1층 (공릉동, 대정빌딩)",127.0745137,37.61992626
밝은약국,약국,"서울특별시 송파구 올림픽로 119 (잠실동, 파인애플상가 3A04호)",127.0841859,37.5120837
밝은약국,약국,"서울특별시 강서구 양천로 690 1층 (염창동, 호서빌딩)",126.8726219,37.55021621
밝은약국,약국,"서울특별시 중랑구 면목로 490 1층 (상봉동, 상봉타워)",127.0860889,37.59564358
밝은약국,약국,"서울특별시 서초구 사평대로56길 7 1층 106호 (서초동, 서초한일유앤아이주상복합)",127.0235206,37.50320838
밝은약국,약국,"서울특별시 성북구 동소문로 248 105동 지하75호 (길음동, 삼부아파트상가)",127.024823,37.60318349
밝은약국,약국,서울특별시 은평구 불광로 27 1층 (대조동),126.9288136,37.61076969
밝은온누리약국,약국,"서울특별시 강서구 등촌로 177 101동 102호 (등촌동, 경남파크빌)",126.8622248,37.54576753
밝은온누리약국,약국,서울특별시 강남구 압구정로28길 48 1층 (신사동),127.0274488,37.52336831
밝은온누리약국,약국,서울특별시 중랑구 동일로 634 덕천빌딩 (면목동),127.0801851,37.58705201
밝은온누리약국,약국,서울특별시 강북구 삼양로 191 (미아동),127.0203905,37.62094344
밝은중앙약국,약국,서울특별시 송파구 강동대로 73 (풍납동),127.1156137,37.52675728
방배대한약국,약국,"서울특별시 서초구 동작대로 118 107호 (방배동, 방배예다인)",126.9827448,37.48700505
방배세명약국,약국,서울특별시 서초구 동작대로 114 1층 (방배동),126.9826786,37.48676139
방배프라자약국,약국,서울특별시 서초구 방배중앙로29길 3 1층 (방배동),126.9853028,37.49645227
방약국,약국,서울특별시 중구 을지로33길 2 (을지로4가),127.0004307,37.56701094
방약국,약국,서울특별시 중랑구 면목로 260 1층 (면목동),127.085992,37.57594646
방이메디칼약국,약국,서울특별시 송파구 가락로 277 (방이동),127.1195228,37.51262429
방이수약국,약국,서울특별시 송파구 백제고분로 469 (방이동),127.113268,37.5125352
방이종로약국,약국,서울특별시 송파구 마천로 29 (방이동),127.1242433,37.50953079
방이코끼리약국,약국,서울특별시 송파구 마천로 53 2층 (오금동),127.1266569,37.5085492
방이프라자약국,약국,서울특별시 송파구 가락로 244 (방이동),127.1181765,37.50979184
방일약국,약국,서울특별시 서초구 방배로13길 31 (방배동),126.9948485,37.4825179
방초한약국,약국,"서울특별시 성동구 난계로 114-31 2층 (하왕십리동, 금호베스트빌 상가)",127.0263335,37.56205104
방학세계로약국,약국,서울특별시 도봉구 방학로 159 (방학동),127.0344495,37.66228766
방학약국,약국,서울특별시 도봉구 도봉로 729 (방학동),127.0433025,37.66965697
방학태평양약국,약국,"서울특별시 도봉구 도당로 80 1층 (방학동, 방학동근생)",127.0363462,37.66483689
방화우리약국,약국,서울특별시 강서구 양천로 94 1층 (방화동),126.8141262,37.57322318
방화프라자약국,약국,서울특별시 강서구 양천로16길 16 (방화동),126.8108788,37.57254855
백경약국,약국,서울특별시 성북구 돌곶이로 34 (석관동),127.0608033,37.60738685
백경약국,약국,"서울특별시 노원구 동일로217가길 11 1층 (상계동, 대일빌딩)",127.0598846,37.65343847
백경약국,약국,서울특별시 용산구 원효로41길 38 (원효로3가),126.9595735,37.53495028
백두산약국,약국,서울특별시 성동구 서울숲2길 47 (성수동1가),127.0440198,37.5463492
백두산약국,약국,서울특별시 관악구 은천로 37 1층 (봉천동),126.9395719,37.4863507
백두산약국,약국,서울특별시 성북구 고려대로 78 (안암동5가),127.0280258,37.58611244
백두약국,약국,서울특별시 구로구 오류로8길 26 (오류동),126.8421826,37.49127923
백련산 허준약국,약국,서울특별시 은평구 응암로 196 1층 (응암동),126.9172759,37.58935821
백산온누리약국,약국,"서울특별시 금천구 금하로 763 313,314호 (시흥동, 벽산중심상가)",126.9145876,37.45034418
백상약국,약국,서울특별시 영등포구 국제금융로6길 30 백상빌딩 1층 103호 (여의도동),126.9266045,37.52172414
백석메디칼약국,약국,서울특별시 양천구 곰달래로 47 (신월동),126.8378948,37.53017446
백세당약국,약국,서울특별시 서대문구 응암로 54 (북가좌동),126.910205,37.577893
백세비타민약국,약국,"서울특별시 구로구 디지털로26길 98 101호 (구로동, 디지털탑프라자)",126.8973499,37.4815876
백세약국,약국,서울특별시 성북구  아리랑로 117-5 (정릉동),127.0131378,37.60244075
백세약국,약국,서울특별시 도봉구 도당로15길 12 (방학동),127.0367896,37.66612646
백세약국,약국,서울특별시 노원구 동일로 1002 101호 (공릉동),127.0753207,37.6196137
백세약국,약국,"서울특별시 중랑구 신내로 82 1층 109호 (신내동, 금강빌딩)",127.0955651,37.6066852
백세약국,약국,서울특별시 양천구 남부순환로 405 그라비스 102동 101호 (신월동),126.8315781,37.53166999
백세약국,약국,서울특별시 강동구 구천면로 328 (천호동),127.1360515,37.54845458
백수약국,약국,서울특별시 종로구 종로 233-1 신화빌딩 (종로5가),127.0037768,37.57127716
백십자약국,약국,서울특별시 양천구 신월로 176 (신월동),126.8429257,37.51854579
백십자약국,약국,서울특별시 강북구 인수봉로 192 (수유동),127.0131317,37.636713
백십자약국,약국,서울특별시 중랑구 면목로48길 12 (면목동),127.0893554,37.58213479
백약국,약국,"서울특별시 노원구 동일로 1350 105호, 106호 (상계동)",127.0623998,37.64923408
백온누리약국,약국,서울특별시 광진구 면목로 174 (중곡동),127.082984,37.56867216
백운약국,약국,서울특별시 도봉구 도봉로 468 (창동),127.0343725,37.64738612
백제약국,약국,서울특별시 서대문구 홍은중앙로 98 (홍은동),126.9481507,37.59915096
백제약국,약국,서울특별시 강동구 양재대로116길 50 (길동),127.1431401,37.53798669
백조약국,약국,서울특별시 중구 세종대로21길 61 (태평로1가),126.9758696,37.56909364
백조약국,약국,"서울특별시 노원구 공릉로46길 3 102호 (공릉동, 평화타운)",127.0791415,37.62716711
백조온누리약국,약국,서울특별시 광진구 면목로 113 (중곡동),127.0798933,37.56377138
백향목약국,약국,서울특별시 광진구 광나루로56길 34 구의동현대2단지 종합상가 1층 112호 (구의동),127.096636,37.53814121
백현약국,약국,서울특별시 중구 난계로23길 1 (황학동),127.023203,37.570324
백화점약국,약국,서울특별시 종로구 종로 234-1 (종로5가),127.0037434,37.57075757
백화점약국,약국,서울특별시 강북구 도봉로96길 11 1층 (번동),127.0295792,37.64058905
백화점약국,약국,서울특별시 성북구 돌곶이로 61 (석관동),127.058512,37.60916512
밸런스약국,약국,서울특별시 강서구 공항대로 237 107호 (마곡동),126.8339129,37.55945242
버클리약국,약국,"서울특별시 서초구 신반포로15길 29 2층 (반포동, 신반포상가)",126.994696,37.50547151
번동약국,약국,서울특별시 강북구 오현로32길 4-3 1층 (번동),127.0398498,37.62843102
번동종로약국,약국,"서울특별시 강북구 오현로34길 23-4 104호 (번동, 현대하니타운)",127.0399547,37.62795372
번동프라자약국,약국,서울특별시 강북구 한천로 940 (번동),127.0356004,37.63484434
범일약국,약국,서울특별시 영등포구 영중로 54 (영등포동5가),126.9051677,37.5209668
베네시티약국,약국,"서울특별시 강동구 올림픽로 664 3층 342,343호 (천호동, 대우한강베네시티)",127.1249756,37.54055443
베드로약국,약국,서울특별시 은평구 통일로 709 (대조동),126.9307843,37.60910489
베스트약국,약국,서울특별시 강남구 도곡로 423 1층 일부호 (대치동),127.0567764,37.49781133
베스트약국,약국,"서울특별시 송파구 백제고분로 214 (삼전동, 서울외과빌딩)",127.0903067,37.50342166
베스트약국,약국,서울특별시 강동구 양재대로 1325 (성내동),127.1345855,37.52481982
베어약국,약국,서울특별시 강남구 봉은사로114길 12 지하 1층 (삼성동),127.0654689,37.5144253
벼리약국,약국,서울특별시 강서구 허준로 12 (가양동),126.8431054,37.57045864
벽산프라자약국,약국,"서울특별시 금천구 금하로 763 213,214호 (시흥동, 벽산중심상가)",126.9145876,37.45034418
별담은온누리약국,약국,"서울특별시 영등포구 국회대로54길 10 판매시설 13동 3층 8호 (영등포동7가, 아크로타워 스퀘어)",126.90614,37.52313043
