병원/약국명,병원/약국구분,소재지주소,경도,위도
아산약국,약국,서울특별시 중랑구 공릉로 73 1층 (묵동),127.079194,37.61697312
아산큰길약국,약국,서울특별시 송파구 올림픽로 493 풍납동 N빌딩 1층 (풍납동),127.1177374,37.52643292
아세아약국,약국,서울특별시 중구 충무로4길 2 (초동),126.992991,37.56493542
아이메디칼약국,약국,"서울특별시 성북구 동소문로46길 18 101호 (하월곡동, 삼전솔하임3차)",127.0299376,37.60685783
아이봄약국,약국,서울특별시 관악구 남부순환로 2056 태림빌딩 지하1층 (남현동),126.9771939,37.47632429
아이비약국,약국,"서울특별시 마포구 만리재로 14 지하 1층 12호 (공덕동, 르네상스타워)",126.9528358,37.54399477
아이비약국,약국,서울특별시 영등포구 여의나루로 42 (여의도동),126.9249712,37.52147049
아이비하늘약국,약국,서울특별시 영등포구 국제금융로 86 (여의도동),126.9317998,37.52020559
아이사랑약국,약국,"서울특별시 노원구 노원로34길 112 1층 (상계동, 코럴빌딩)",127.0662859,37.6639695
아이사랑약국,약국,서울특별시 중랑구 용마산로 309 지층 (면목동),127.0922254,37.57988451
아이사랑약국,약국,"서울특별시 금천구 시흥대로 214 401호 (시흥동, 비즈메드빌딩)",126.9017107,37.45304011
아이사랑약국,약국,서울특별시 성북구 정릉로31길 6 (정릉동),127.0166637,37.60356605
아이사랑태평양약국,약국,"서울특별시 구로구 새말로 15 101호일부,102호 (구로동, 삼전솔하임)",126.882473,37.50218784
아이약국,약국,서울특별시 강남구 삼성로 712 지하1층 (청담동),127.0501513,37.519713
아이약국,약국,"서울특별시 동대문구 장한로32길 19 105동 102호 (장안동, 삼성리치캐슬)",127.0732669,37.57535817
아이약국,약국,"서울특별시 도봉구 도봉로 461 2층 (쌍문동, 우림빌딩)",127.0333642,37.64705766
아이약국,약국,서울특별시 중구 명동8가길 20 1층 (충무로2가),126.9861687,37.56165882
아이약국,약국,서울특별시 서초구 서초대로77길 55 에이프로 스퀘어 1층 (서초동),127.024466,37.50210117
아이조은약국,약국,서울특별시 강남구 삼성로 620 블래스톤리조트 2층 (삼성동),127.0526247,37.51496773
아이파크약국,약국,"서울특별시 송파구 위례광장로 230 B동 207호 (장지동, 위례2차아이파크)",127.1437577,37.47861592
아이파크약국,약국,"서울특별시 강동구 동남로79길 26 상가동 101호 (고덕동, 고덕아이파크)",127.1561149,37.5590392
아이팜약국,약국,"서울특별시 성북구 길음로 103 304호 (길음동, 대우상가)",127.0179747,37.61086562
아임약국,약국,"서울특별시 동작구 만양로 84 2층 208호 (노량진동, 삼익주상복합아파트)",126.9451401,37.51136256
아임약국,약국,"서울특별시 서초구 강남대로 439 1층 102호 (서초동, 유화빌딩)",127.0253668,37.50154379
아주약국,약국,서울특별시 강동구 양재대로128길 9 (명일동),127.1433853,37.54504396
아주약국,약국,서울특별시 서초구 신반포로 22 H-33호 (반포동),126.9871291,37.5011022
아차산하이약국,약국,서울특별시 광진구 자양로 287 (구의동),127.091802,37.55149285
아침햇살약국,약국,"서울특별시 구로구 시흥대로 561 (구로동, 동해빌딩)",126.9012429,37.48326138
아카데미약국,약국,"서울특별시 동작구 보라매로5가길 16 515호 (신대방동, 아카데미타워)",126.9240942,37.49127429
아카데미약국,약국,"서울특별시 마포구 마포대로 52 205호, 206호 (도화동, 고려아카데미텔 II)",126.9476626,37.54033825
아크로비스타약국,약국,"서울특별시 서초구 서초중앙로 188 지하1층 지하에이-132호 (서초동, 아크로비스타)",127.0135381,37.49735051
아크로약국,약국,"서울특별시 마포구 마포대로 68 210-2호 (도화동, 마포아크로타워)",126.948962,37.54133238
아파트엠약국,약국,서울특별시 동대문구 무학로26길 16 111호 (용두동),127.0317554,37.57328545
아현종로약국,약국,서울특별시 마포구 굴레방로9길 2 1층 (아현동),126.9555654,37.55692253
아현파란문약국,약국,"서울특별시 서대문구 신촌로35길 10 지하1층 B417호 (북아현동, e편한세상신촌4단지)",126.9558993,37.55799893
안국3층약국,약국,서울특별시 종로구 율곡로 47 305호 (안국동),126.9845864,37.57633594
안국온누리약국,약국,"서울특별시 종로구 삼일대로 461 101동 203호 (경운동, 운현궁에스케이허브)",126.9852865,37.57590635
안국온누리약국,약국,서울특별시 강북구 한천로 1058 (수유동),127.025267,37.64138406
안녕약국,약국,서울특별시 은평구 불광로 119 불광빌딩 1층 (불광동),126.9329531,37.61751364
안생약국,약국,서울특별시 마포구 와우산로 22 1층 (상수동),126.9231628,37.54635027
안성약국,약국,서울특별시 송파구  오금로 414 (가락동),127.1359172,37.49720968
안세약국,약국,서울특별시 성북구 동소문로7길 2 (동소문동4가),127.0092239,37.59011669
안일약국,약국,서울특별시 동작구 성대로 76 (상도동),126.9347196,37.49768017
알파약국,약국,서울특별시 중구 마장로9길 34 1층 (황학동),127.0197511,37.56992243
알파약국,약국,서울특별시 용산구 보광로 46 (보광동),126.9991963,37.52831632
알파약국,약국,서울특별시 성북구  장위로 42-1 (장위동),127.0412919,37.61413236
알파약국,약국,"서울특별시 서초구 사임당로 181 102호 (서초동, 대일빌딩)",127.0293185,37.4930304
알파약국,약국,서울특별시 서대문구 통일로 448 (홍제동),126.9444562,37.58887077
암사조은온누리약국,약국,"서울특별시 강동구 고덕로 133 상가동 511호 (암사동, 강동롯데캐슬퍼스트아파트)",127.140347,37.55525268
암사현대약국,약국,서울특별시 강동구 올림픽로 777 102호 (암사동),127.1274057,37.55051425
압구정길약국,약국,서울특별시 강남구 압구정로 130 종화빌딩 1층 (신사동),127.0229213,37.52414663
압구정드림약국,약국,서울특별시 강남구 압구정로54길 5 103호 (신사동),127.0397838,37.52747194
압구정미약국,약국,"서울특별시 강남구 논현로175길 25 1층 (신사동, 다보빌딩)",127.0266478,37.52543939
압구정소망약국,약국,서울특별시 강남구 언주로173길 19 1층 (신사동),127.031898,37.52786576
압구정스타약국,약국,서울특별시 강남구 압구정로20길 15 102호 (신사동),127.0253996,37.52484733
압구정약국,약국,서울특별시 강남구 선릉로 845 1층 4호 (신사동),127.0403341,37.52759126
압구정엘약국,약국,서울특별시 강남구 압구정로28길 13 1층 (신사동),127.0278503,37.52566053
압구정영약국,약국,서울특별시 강남구 압구정로28길 25 엑시 1층 1호 (신사동),127.0278413,37.52483007
압구정예주약국,약국,서울특별시 강남구 압구정로29길 65 442빌딩 지하1층 (압구정동),127.027003,37.53181104
압구정온누리약국,약국,서울특별시 강남구 압구정로 164 아세아빌딩 105호 (신사동),127.0276495,37.52653404
압구정원약국,약국,서울특별시 강남구 압구정로18길 6 1층 (신사동),127.0241965,37.52449429
압구정웰약국,약국,서울특별시 강남구 압구정로28길 49 유림아트홀 (신사동),127.0277112,37.52325786
압구정제이약국,약국,"서울특별시 강남구 논현로171길 15 105호 (신사동, 카로시티1)",127.027144,37.52548978
압구정퀸약국,약국,서울특별시 강남구 논현로 853 1층 (신사동),127.0280964,37.52510718
압구정프라자온누리약국,약국,"서울특별시 강남구 논현로 857 1층 (신사동, 계룡빌딩 )",127.0280998,37.52534488
압구정화이트약국,약국,서울특별시 강남구 압구정로30길 23 102호 (신사동),127.0294941,37.52589125
애오개약국,약국,"서울특별시 마포구 마포대로 204 103호 (아현동, 마포에스케이허브)",126.9565336,37.55202141
애지약국,약국,서울특별시 영등포구 영등포로80길 15 (신길동),126.9203511,37.51216515
애플약국,약국,서울특별시 강서구 양천로 684 1층 (염창동),126.871949,37.55064077
애플약국,약국,서울특별시 광진구 아차산로 244 1층 나-1호 일부 (자양동),127.070083,37.53966879
애플약국,약국,"서울특별시 은평구 진관2로 57-7 B106호 (진관동, 상가)",126.9234804,37.634744
애플약국,약국,서울특별시 송파구 올림픽로 119 잠실파인애플상가 제3에이 12-1호 (잠실동),127.0841859,37.5120837
약나라약국,약국,서울특별시 금천구 시흥대로 104 1층 (시흥동),126.9041442,37.44334699
약사랑약국,약국,서울특별시 강남구 테헤란로 339 1층 (역삼동),127.0485945,37.50480645
약사랑약국,약국,서울특별시 서초구 강남대로 221 양재역환승주차장 3층 303호 (양재동),127.0341129,37.48367643
약사랑옵티마약국,약국,서울특별시 성동구 난계로 35 (금호동1가),127.0244791,37.55552233
약산약국,약국,서울특별시 영등포구 도신로 208 (신길동),126.9144696,37.51131365
약산약국,약국,서울특별시 중랑구 겸재로 217 (면목동),127.0917717,37.58947563
약손메디칼약국,약국,서울특별시 강남구 선릉로 227 1층 (도곡동),127.0527353,37.4958379
약손약국,약국,서울특별시 서대문구 연희로 409 (홍은동),126.9408274,37.59160723
약손약국,약국,서울특별시 도봉구 도봉로 601 (쌍문동),127.0400948,37.65842289
약수소망약국,약국,서울특별시 중구 동호로 189 톰캣프라자 1층 (신당동),127.0102239,37.55481616
약수온누리약국,약국,서울특별시 중구 다산로 112 신양빌딩 지하1층 (신당동),127.0103744,37.55378023
약수태평양약국,약국,서울특별시 동작구 장승배기로 7 (상도동),126.9433874,37.49930996
약수하나약국,약국,"서울특별시 중구 다산로 111 1층 (신당동, 한미빌딩)",127.0095767,37.55412845
약원한약국,약국,서울특별시 서초구 신반포로 38 1층 10호 (반포동),126.9888622,37.50151983
약초원약국,약국,서울특별시 마포구 동교로9길 28 지1층 (망원동),126.9101572,37.55514058
양모약국,약국,서울특별시 영등포구 가마산로61길 14-1 1층 (신길동),126.904744,37.5066366
양생약국,약국,서울특별시 관악구 남부순환로234길 27 (봉천동),126.9569051,37.47814366
양성심약국,약국,서울특별시 강남구 논현로175길 60 (신사동),127.0240197,37.52437875
양월약국,약국,서울특별시 강남구 개포로82길 13-11 105호 (개포동),127.0681197,37.48875294
양재로하스약국,약국,서울특별시 서초구 강남대로 48-6 1층 101호 (양재동),127.0400322,37.46912792
양재메디칼약국,약국,서울특별시 서초구 동산로 64 (양재동),127.0457623,37.47179793
양재미소약국,약국,서울특별시 강남구 강남대로 238 1층 101호 (도곡동),127.0347504,37.48495554
양재소망약국,약국,서울특별시 서초구 언남1길 3 1층 102호 (양재동),127.0407243,37.47221778
양재소화약국,약국,서울특별시 강남구 남부순환로363길 17 (도곡동),127.0377434,37.48636773
양재시민의숲수약국,약국,서울특별시 서초구 마방로2길 57 101호 (양재동),127.0394626,37.47107157
양재신세계약국,약국,서울특별시 서초구 매헌로 34 한일빌딩 (양재동),127.0347924,37.46404174
양재팜24약국,약국,서울특별시 서초구 남부순환로350길 36 1층 (양재동),127.0362142,37.4832926
양재프라자약국,약국,"서울특별시 서초구 강남대로 224 1층 104호 (양재동, 한신휴플러스)",127.0351175,37.48401722
양지약국,약국,"서울특별시 용산구 이촌로 248 11동 103-1호 (이촌동, 한강맨션)",126.9734921,37.51892293
양지약국,약국,서울특별시 중랑구 동일로 865 1층 (묵동),127.0780066,37.60752389
양지약국,약국,서울특별시 관악구 봉천동 858-6 ,126.9535103,37.48144481
양지약국,약국,서울특별시 중구 수표로 23 영락빌딩 1층 (저동2가),126.9900362,37.56320112
양지약국,약국,서울특별시 강동구 진황도로61길 56 (둔촌동),127.1460824,37.5281054
양천뿌리약국,약국,서울특별시 양천구 지양로 74 1층 (신월동),126.8338178,37.52226925
어깨동무약국,약국,서울특별시 동대문구 무학로 189 1층 (용두동),127.0295691,37.5812672
어약국,약국,서울특별시 강북구 삼각산로 132 (수유동),127.0190122,37.64085506
어울림온누리약국,약국,서울특별시 성동구 한림말1길 16 1층 (옥수동),127.0164635,37.5425644
어울림이층약국,약국,"서울특별시 성동구 독서당로40길 39 2층 (옥수동, 옥수 어울림)",127.0179738,37.54170744
어진온누리약국,약국,서울특별시 은평구 진관2로 19 107호 (진관동),126.9195849,37.63485343
엄마랑약국,약국,서울특별시 동작구 장승배기로 107 1층 2호 (노량진동),126.9397009,37.5072323
엄마손약국,약국,"서울특별시 동대문구 사가정로 148 141동 108호 (전농동, 전농 SK아파트)",127.0594294,37.57631568
엄마손약국,약국,서울특별시 동작구 동작대로29길 69 201호 (사당동),126.9781076,37.48845269
엄마손약국,약국,서울특별시 양천구 지양로 30 (신월동),126.8368247,37.51912245
엄마약국,약국,"서울특별시 영등포구 대림로29길 19 1층 (대림동, 대화빌딩)",126.8973798,37.49510925
엄마약국,약국,서울특별시 종로구 종로 193-1 1층 (종로4가),126.9991791,37.57107972
엄마약국,약국,서울특별시 동대문구 휘경로 15 4층 402호 (이문동),127.0618933,37.59588182
엄마약국,약국,서울특별시 강북구 도봉로14길 7-8 1층 (미아동),127.0305776,37.61567316
엄약국,약국,서울특별시 강동구 성내로14길 45 105호 (성내동),127.1263321,37.52587905
엄약국,약국,"서울특별시 종로구 종로 227 (종로5가, 엄약국)",127.0030005,37.5712491
에메랄드약국,약국,서울특별시 강남구 도산대로 122 에메랄드타워 1층 (논현동),127.0221347,37.51684365
에버그린약국,약국,서울특별시 강북구 한천로 1000 (번동),127.0303171,37.63793755
에버그린약국,약국,서울특별시 서대문구 신촌역로 7 신촌푸르지오시티 103호 (대현동),126.9425002,37.5573528
에벤에셀약국,약국,"서울특별시 송파구 송파대로 558 1층 103호 (신천동, 월드타워빌딩)",127.0997113,37.51509379
에벤에셀온누리약국,약국,"서울특별시 금천구 금하로 720 202호 (시흥동, 에벤에셀프라자)",126.909483,37.4504438
에셀약국,약국,"서울특별시 동작구 여의대방로 22 (신대방동, 우성A상가)",126.9109698,37.49258072
에스메디약국,약국,서울특별시 강서구 방화동로 92 에스메디컬 1층 103호 (방화동),126.8129859,37.56861071
에스약국,약국,서울특별시 강남구 도산대로 111 S-TOWER 지하1층 (신사동),127.0206932,37.51696733
에스약국,약국,서울특별시 서초구 서초대로40길 77 102호 (서초동),127.0087529,37.4882405
에스엠피약국,약국,"서울특별시 강남구 광평로19길 15 110호 (일원동, 목련상가)",127.0853158,37.48462438
에스케이약국,약국,서울특별시 송파구 법원로 128 문정에스케이브이원지엘메트로시티 CG121호 (문정동),127.1204693,37.48686191
에스케이약국,약국,"서울특별시 동대문구 사가정로 148 222-1호 (전농동, SK아파트상가)",127.0594294,37.57631568
에스케이행복약국,약국,"서울특별시 동대문구 사가정로 148 141동 312호 (전농동, sk아파트스포츠상가)",127.0594294,37.57631568
에이스약국,약국,"서울특별시 중구 세종대로 136 1층 (무교동, 파이낸스빌딩)",126.9782565,37.5684237
에이스약국,약국,서울특별시 강서구 화곡로 197 1-3호 (화곡동),126.8426907,37.54338902
에이스약국,약국,"서울특별시 구로구 디지털로 285 104호 (구로동, 에이스트윈타워1차)",126.8945059,37.48448678
에이스온누리약국,약국,서울특별시 서초구 방배로 76 1층 (방배동),126.9982656,37.48116023
에이엔씨약국,약국,서울특별시 강남구 도산대로 204 1층 (논현동),127.028846,37.51950482
에이치약국,약국,"서울특별시 양천구 오목로 300 206동 110호 (목동, 현대하이페리온2)",126.8700223,37.52482946
에이타워약국,약국,서울특별시 강남구 테헤란로 105 1층 (역삼동),127.0285289,37.49863605
에이트약국,약국,서울특별시 서초구 강남대로 423 한승빌딩 1층 (서초동),127.0260047,37.50029229
에이티약국,약국,"서울특별시 서초구 강남대로 27 지하1층 (양재동, AT센터)",127.0391362,37.46827832
엔씨(NC)약국,약국,서울특별시 강서구 강서로56길 17 지하1층 (등촌동),126.8404989,37.55993339
엔젤약국,약국,서울특별시 강서구 양천로 476 금부빌딩 402호 (등촌동),126.8532724,37.56160051
엔젤팜약국,약국,서울특별시 강북구 삼양로19길 59 대선빌딩 1층 (미아동),127.019368,37.61574188
엔젤팜약국,약국,서울특별시 도봉구 방학로3길 121 (쌍문동),127.0385189,37.65797391
엔티약국,약국,서울특별시 서초구 효령로 292 서울남부터미널 117호 (서초동),127.0156472,37.48453625
엔파트약국,약국,"서울특별시 중랑구 망우로 203 2층 203,204호 (중화동, 중화동주상복합)",127.075009,37.59399638
엘리트약국,약국,"서울특별시 서대문구 신촌로 99 5층 (창천동, 엘리트빌딩)",126.9371567,37.555687
엘림약국,약국,"서울특별시 양천구 목동로3길 57 (신정동, 양천아파트 상가)",126.8622572,37.50989181
엘림약국,약국,서울특별시 관악구 신림로 322 (신림동),126.9301011,37.48296929
엘림온누리약국,약국,서울특별시 관악구 난곡로 316 1층 (신림동),126.9147374,37.48216859
엘스3층 온누리약국,약국,"서울특별시 송파구 올림픽로 119 3B5호 (잠실동, 잠실파인애플상가)",127.0841859,37.5120837
엠플러스약국,약국,서울특별시 강남구 강남대로 378 준빌딩 지하1층 (역삼동),127.0286297,37.49665229
여기애가까운약국,약국,서울특별시 강남구 압구정로28길 31 1층 (신사동),127.027741,37.52447697
여리약국,약국,서울특별시 강남구 역삼로7길 3 1층 103호 (역삼동),127.0330415,37.49431159
여의도대학약국,약국,"서울특별시 영등포구 63로 45 7동 1층 19호 (여의도동, 여의도시범아파트)",126.9368439,37.51948054
여의도미소약국,약국,서울특별시 영등포구 국제금융로6길 30 백상빌딩 317호 (여의도동),126.9266045,37.52172414
여의도성모약국,약국,"서울특별시 영등포구 63로 45 (여의도동, 여의도시범아파트)",126.9368439,37.51948054
여의도씨티약국,약국,"서울특별시 영등포구 여의대방로 375 (여의도동,아일렉스타워 109호)",126.9307764,37.51889821
여의도약국,약국,"서울특별시 영등포구 여의나루로 40 (여의도동, 여의도역 지하1층 1,2번 출입구 쪽 개찰구 옆)",126.9244846,37.52184218
여의도점부츠약국,약국,서울특별시 영등포구 국제금융로 10 지하2층 207호 (여의도동),126.9261011,37.52595462
여의도플러스약국,약국,서울특별시 영등포구 여의공원로 101 C.C.M.M빌딩 B117호 (여의도동),126.924893,37.52927247
여인선약국,약국,서울특별시 강동구 천호대로170길 28 (성내동),127.1328052,37.53420086
역삼다인약국,약국,서울특별시 강남구 논현로 521-3 1층 (역삼동),127.0354742,37.50278494
역삼라이프약국,약국,서울특별시 강남구 테헤란로25길 59 지하1층 (역삼동),127.0341559,37.50430539
역삼생생약국,약국,서울특별시 강남구 역삼로17길 64 1층 3호 (역삼동),127.0366216,37.49881788
역삼약국,약국,서울특별시 강남구 역삼로 128 101호 (역삼동),127.0337131,37.4939729
역삼오늘약국,약국,서울특별시 강남구 테헤란로26길 10 성보빌딩 2층 (역삼동),127.0358374,37.49963161
역삼우주약국,약국,서울특별시 강남구 언주로85길 32 역삼역센트럴푸르지오 B106호 (역삼동),127.0407514,37.50092859
역삼이화약국,약국,서울특별시 강남구 논현로 340 1층 (역삼동),127.0396341,37.49576612
역삼태평양약국,약국,서울특별시 강남구 논현로 564 1층 (역삼동),127.0346412,37.50632742
연남약국,약국,서울특별시 마포구 양화로21길 31 1층 (동교동),126.9244986,37.55950294
연당약국,약국,서울특별시 강동구 양재대로 1655 2층 (명일동),127.1439337,37.55335494
연도약국,약국,서울특별시 은평구 은평로 144 (응암동),126.9237598,37.60046752
연두약국,약국,서울특별시 서초구 태봉로 70 우면프라자Ι 110호 (우면동),127.0255832,37.46453928
연서메디칼약국,약국,서울특별시 은평구 연서로 253-9 1층 (불광동),126.9228253,37.62015268
연성약국,약국,서울특별시 양천구 중앙로 262 1층 102호 (신정동),126.8534002,37.51984413
연세메디칼약국,약국,서울특별시 중랑구 동일로 890 1층 (묵동),127.0781893,37.60991545
연세메디칼약국,약국,서울특별시 서대문구 응암로 100 (북가좌동),126.9128391,37.58153962
연세스타약국,약국,서울특별시 은평구 연서로 183-12 (갈현동),126.9174193,37.6149108
연세약국,약국,서울특별시 동대문구 전농로16길 11 (전농동),127.0583644,37.57879716
연세약국,약국,서울특별시 양천구 화곡로4길 21 (신월동),126.8282608,37.53762826
연세약국,약국,"서울특별시 중구 통일로 10 (남대문로5가, 연세빌딩)",126.9736347,37.55709794
연세약국,약국,서울특별시 마포구 성미산로10길 44 1층 (서교동),126.9151355,37.55763503
연세약국,약국,"서울특별시 강서구 화곡로 161 대성빌딩 104,105호 (화곡동)",126.839167,37.54183256
연세약국,약국,서울특별시 중랑구 망우로63길 5 연세약국 (망우동),127.0986044,37.59979578
연세약국,약국,"서울특별시 노원구 노해로 492 204호 (상계동, 프린스빌딩)",127.0626788,37.65445728
연세열린약국,약국,"서울특별시 구로구 개봉로 23 (개봉동, 고려크리닉센터)",126.8560431,37.4877637
연세온누리약국,약국,"서울특별시 서초구 신반포로 177 3동 1층 55호,56호 (잠원동, 반포쇼핑)",127.0034073,37.50610002
연세온누리약국,약국,서울특별시 구로구 신도림로 2 엘림빌딩 1층 (신도림동),126.8772723,37.5055891
연세우리약국,약국,서울특별시 성동구 왕십리로 296-1 조흥은행 (행당동),127.0360104,37.56075656
연세정약국,약국,"서울특별시 성북구 화랑로 201 (장위동, 대영치과)",127.052233,37.60858714
연세참사랑약국,약국,서울특별시 마포구 서강로 110 1층 (신수동),126.9337362,37.55259137
연세참사랑약국,약국,서울특별시 노원구 동일로 992 101호 (공릉동),127.07561,37.61880912
연세팜약국,약국,서울특별시 강남구 학동로4길 24 101호 (논현동),127.0233288,37.50990685
연세프라자약국,약국,"서울특별시 마포구 서강로 97 1층 (창전동, 삼성아파트상가)",126.9323486,37.55193465
연세한우리약국,약국,서울특별시 마포구 서강로 106 1층 (신수동),126.9335081,37.55234808
연세현약국,약국,서울특별시 노원구 한글비석로 436-1 1층 (상계동),127.0690647,37.6629555
연세희망약국,약국,서울특별시 은평구 연서로 175 (갈현동),126.9175306,37.61453387
연수당약국,약국,서울특별시 강서구 강서로18길 26 (화곡동),126.8471495,37.53387527
연수당약국,약국,서울특별시 동대문구 무학로34길 11 (용두동),127.0313603,37.57646221
연수약국,약국,서울특별시 노원구 상계로 65 304호 (상계동),127.0622496,37.65635516
연수온누리약국,약국,서울특별시 노원구 동일로197길 11 공삼빌딩 102호 (공릉동),127.0706406,37.62850652
연신내메디칼약국,약국,"서울특별시 은평구 연서로 246 104호 (불광동, 타워크리닉)",126.9226093,37.61905091
연신내영재약국,약국,"서울특별시 은평구 연서로 246 (불광동, 타워클리닉)",126.9226093,37.61905091
연신우리약국,약국,서울특별시 은평구 통일로 839 1층 (대조동),126.9216428,37.61812123
연신종로약국,약국,"서울특별시 은평구 연서로32길 3 (불광동, 남재빌딩)",126.9249576,37.62036589
연약국,약국,서울특별시 종로구 종로 137 2층 (종로3가),126.992791,37.57074374
연약국,약국,서울특별시 성북구 동소문로 12 지층 (동소문동2가),127.0075821,37.58883445
연약국,약국,서울특별시 강남구 영동대로 416 케이티앤지 타워 지하1층 (대치동),127.0653263,37.50658404
연약국,약국,"서울특별시 광진구 아차산로 241 (화양동, 연한빌딩 4층 403호)",127.0701497,37.54050396
연우약국,약국,"서울특별시 강남구 도곡로 242 104,105,202호 (도곡동, 삼호아파트)",127.0445787,37.49317134
연주약국,약국,서울특별시 강북구 한천로105길 7 1층 101호 (번동),127.0471462,37.62617544
연진약국,약국,서울특별시 광진구 아차산로29길 12 (화양동),127.0684393,37.54142837
연합약국,약국,서울특별시 중구 퇴계로 120 1층 (남산동1가),126.9850764,37.56057244
연희약국,약국,서울특별시 서대문구 성산로 317 (연희동),126.9254159,37.56658179
연희온누리약국,약국,서울특별시 용산구 한강대로 297 2층 (갈월동),126.9716838,37.54475878
연희위드팜약국,약국,서울특별시 서대문구 성산로 521 (대신동),126.9436808,37.56330951
연희종로약국,약국,서울특별시 서대문구 연희로 109 (연희동),126.931372,37.56779256
열린대학약국,약국,서울특별시 강북구 숭인로 63-1 1층 (미아동),127.0288354,37.61253856
열린약국,약국,서울특별시 서초구 동작대로 130 1층 (방배동),126.9826388,37.48801744
열린약국,약국,서울특별시 마포구 신촌로 16 1층 (동교동),126.9281602,37.55799403
열린약국,약국,서울특별시 강동구 상암로 104 A동 101호 (천호동),127.1341179,37.5471484
열린약국,약국,서울특별시 구로구 고척로 142-1 (고척동),126.8498481,37.50266518
열린약국,약국,서울특별시 동작구 신대방동 395-62 삼성보라매옴니타워 ,126.9236075,37.49257765
열린약국,약국,"서울특별시 강남구 일원로 95 (일원동, 101~103호, 지하1층(1호,2호일부,3호일부))",127.0835246,37.48573694
열린약국,약국,서울특별시 송파구 가락로 166 1층 (송파동),127.1138248,37.50355722
열린약국,약국,"서울특별시 중구 청계천로 400 지하2층 (황학동, 롯데캐슬베네치아아파트)",127.0227726,37.57089912
열린약국,약국,"서울특별시 종로구 종로 204 1,2층 (종로4가)",127.0003484,37.57074667
열린약국,약국,서울특별시 성북구 종암로19길 17 양지빌딩 104호 (종암동),127.0337575,37.59816367
열린약국,약국,서울특별시 양천구 지양로 73 1층 (신월동),126.8335431,37.52198035
열린약국,약국,서울특별시 관악구 양녕로 50 3층 (봉천동),126.9472211,37.48645993
열린약국,약국,서울특별시 은평구 은평로 197-2 (녹번동),126.9295824,37.60198419
열린온누리약국,약국,"서울특별시 노원구 공릉로 173 1층 (공릉동, 메디홈즈빌딩)",127.0797058,37.62531461
열린온누리약국,약국,서울특별시 강서구 양천로 713 (염창동),126.8752508,37.54984023
열린온누리약국,약국,"서울특별시 종로구 숭인동길 21 (숭인동, 종로청계힐스테이트상가 가동 101호)",127.021049,37.57535724
열린프라자약국,약국,서울특별시 강동구 천호대로170길 26 (성내동),127.1328592,37.53429792
열린프라자약국,약국,"서울특별시 은평구 통일로 750 (불광동, 경일빌딩)",126.9286656,37.6123373
열방약국,약국,서울특별시 노원구 덕릉로 779 (상계동),127.0782104,37.66681707
염광약국,약국,서울특별시 성동구 아차산로 116 (성수동2가),127.0566274,37.54404135
염창메디칼약국,약국,"서울특별시 강서구 양천로 731 104-1호 (염창동, 상가)",126.8781346,37.54986446
영광약국,약국,서울특별시 금천구 시흥대로149길 7 (독산동),126.8973683,37.47586074
영동약국,약국,서울특별시 강남구 강남대로 526 1층 (논현동),127.022695,37.50915058
영동프라자약국,약국,서울특별시 서초구 강남대로 521-4 (반포동),127.0221256,37.50851057
영등포21세기온누리약국,약국,서울특별시 영등포구 당산로36길 12 (당산동4가),126.8990931,37.52754529
영등포메디칼약국,약국,서울특별시 영등포구 영중로8길 6 성남빌딩 B동 1층 104호 (영등포동3가),126.9061792,37.51836248
영등포시장약국,약국,서울특별시 영등포구 영중로 62 1층 (영등포동5가),126.9052965,37.52176514
영등포제일약국,약국,서울특별시 영등포구 영중로 51-1 (영등포동6가),126.9046232,37.52094945
영등포진약국,약국,서울특별시 영등포구 영중로 63 1층 (영등포동6가),126.9047427,37.52202942
영락온누리약국,약국,서울특별시 도봉구 시루봉로 290 (도봉동),127.0410897,37.67108817
영림약국,약국,서울특별시 동대문구 망우로21길 16 1층 (휘경동),127.0623056,37.59052034
영림약국,약국,"서울특별시 송파구 올림픽로 203 (잠실동, 중앙상가 150호)",127.0933229,37.51248624
영민약국,약국,서울특별시 양천구 목동동로 430 (목동),126.8843938,37.53520649
영민약국,약국,서울특별시 성동구 성수일로10길 32 (성수동2가),127.0533959,37.54622171
영보서초프라자약국,약국,서울특별시 서초구 방배로 88 1층 (방배동),126.9973903,37.48235415
영보약국,약국,서울특별시 강서구 양천로57길 16 (가양동),126.8525061,37.56337754
영보약국,약국,서울특별시 송파구 백제고분로 202 (삼전동),127.0889985,37.50380353
영생약국,약국,서울특별시 성북구 종암로5길 36 상가동 1호 (종암동),127.0338579,37.59410585
영신약국,약국,"서울특별시 서대문구 거북골로14길 32 103호 (북가좌동, DMC아이파크아파트)",126.9144894,37.57698937
영신약국,약국,서울특별시 노원구 한글비석로24길 57 (상계동),127.0732274,37.66317343
영암약국,약국,"서울특별시 관악구 원신2길 34 (신림동, 신림시장)",126.9321803,37.47089659
영약국,약국,서울특별시 강북구 한천로170길 5 (수유동),127.0161752,37.64802044
영약국,약국,서울특별시 은평구 은평로10길 5 (응암동),126.9231165,37.59997314
영약국,약국,"서울특별시 서초구 강남대로 415 8층 (서초동, 대동빌딩)",127.0263403,37.49956128
영약국,약국,"서울특별시 송파구 송파대로 345 1A동 5층 5001호 (가락동, 헬리오시티)",127.1077046,37.49925109
영양과건강약국,약국,"서울특별시 강남구 강남대로 532 202호 (논현동, 은훈빌딩)",127.0224597,37.50957552
